Order_Date,Product,Region,Salesperson,Quantity,Price_per_Unit,Sales,Target
2025-02-20,Monitor,South,Vikram,10,14944,149440,174304
2025-02-07,Printer,South,Karan,9,15715,141435,16697
2025-05-27,Printer,South,Rohit,10,9745,97450,144175
2025-05-03,Headphones,East,Sneha,9,44552,400968,82513
2025-05-03,Monitor,North,Arjun,9,18286,164574,143308
2025-06-22,Tablet,West,Vikram,1,16262,16262,168605
2025-05-29,Laptop,South,Karan,7,22576,158032,88840
2025-03-15,Printer,West,Sneha,5,44080,220400,150719
2025-02-15,Printer,West,Rohit,5,49211,246055,133509
2025-05-17,Mouse,East,Karan,10,5791,57910,169613
2025-05-24,Mouse,South,Karan,9,28949,260541,152652
2025-01-11,Printer,South,Sneha,4,42545,170180,143447
2025-01-10,Printer,West,Neha,8,33130,265040,99918
2025-04-30,Laptop,East,Neha,10,17358,173580,48176
2025-02-22,Monitor,North,Rohit,2,21238,42476,165123
2025-05-06,Monitor,East,Priya,6,35097,210582,179041
2025-04-11,Mouse,South,Neha,3,11542,34626,92079
2025-05-13,Tablet,North,Karan,7,26367,184569,64531
2025-01-10,Monitor,South,Vikram,4,32201,128804,76374
2025-02-22,Mouse,West,Vikram,7,15993,111951,54169
2025-05-01,Mouse,North,Vikram,2,49907,99814,130225
2025-06-22,Headphones,North,Vikram,7,14963,104741,59944
2025-03-21,Monitor,East,Rohit,9,25497,229473,73129
2025-03-23,Keyboard,West,Neha,3,10258,30774,60395
2025-06-19,Tablet,South,Sneha,9,6537,58833,33462
2025-05-02,Headphones,North,Neha,1,35618,35618,136179
2025-04-22,Headphones,East,Priya,4,28133,112532,28532
2025-06-15,Printer,East,Priya,2,48960,97920,16422
2025-05-05,Headphones,East,Neha,2,48264,96528,130253
2025-01-31,Printer,North,Vikram,2,41578,83156,173953
2025-03-31,Mouse,North,Karan,3,31162,93486,20390
2025-06-27,Mouse,South,Karan,5,44666,223330,152877
2025-03-16,Laptop,East,Rohit,2,11652,23304,68049
2025-03-15,Tablet,North,Priya,1,10895,10895,37972
2025-04-19,Laptop,East,Priya,1,1761,1761,48386
2025-02-25,Laptop,North,Amit,3,31415,94245,113494
2025-05-04,Keyboard,West,Amit,4,28746,114984,21512
2025-02-19,Headphones,North,Arjun,10,14194,141940,60709
2025-06-06,Headphones,South,Neha,8,526,4208,153353
2025-02-22,Headphones,West,Rohit,10,24844,248440,197946
2025-02-15,Keyboard,East,Amit,3,29421,88263,18522
2025-03-08,Tablet,West,Priya,1,4889,4889,89758
2025-04-02,Mouse,North,Vikram,4,1105,4420,51135
2025-02-12,Tablet,North,Neha,6,9382,56292,23653
2025-02-11,Keyboard,South,Amit,6,17695,106170,20262
2025-04-12,Laptop,West,Rohit,4,48509,194036,66325
2025-06-18,Tablet,South,Vikram,10,42934,429340,164670
2025-06-29,Keyboard,West,Priya,7,3140,21980,20165
2025-02-06,Mouse,North,Amit,8,6856,54848,152074
2025-04-24,Laptop,West,Karan,8,23236,185888,132584
2025-05-12,Monitor,South,Sneha,9,32020,288180,11832
2025-02-28,Printer,East,Neha,9,23603,212427,168080
2025-06-30,Printer,South,Sneha,9,49262,443358,50064
2025-04-22,Mouse,South,Amit,8,17662,141296,175339
2025-02-01,Laptop,North,Vikram,6,44493,266958,103085
2025-05-18,Tablet,West,Karan,5,26833,134165,91073
2025-03-29,Printer,West,Karan,5,34787,173935,140495
2025-05-01,Printer,South,Neha,1,35317,35317,15308
2025-06-15,Headphones,North,Karan,9,22806,205254,155809
2025-02-26,Mouse,North,Arjun,2,43566,87132,145284
2025-05-20,Headphones,North,Sneha,10,14253,142530,26792
2025-06-29,Keyboard,South,Arjun,4,7104,28416,101833
2025-06-30,Headphones,South,Sneha,6,8812,52872,170275
2025-03-23,Laptop,East,Arjun,9,15277,137493,25453
2025-04-19,Monitor,North,Priya,9,25286,227574,33272
2025-02-03,Printer,North,Amit,8,23336,186688,111457
2025-01-30,Printer,West,Sneha,1,24168,24168,140659
2025-03-09,Tablet,West,Arjun,6,45660,273960,198745
2025-06-02,Printer,West,Vikram,6,1699,10194,92517
2025-02-04,Mouse,North,Priya,9,3242,29178,34911
2025-06-17,Tablet,South,Rohit,2,33934,67868,157469
2025-04-25,Tablet,West,Vikram,9,5332,47988,153967
2025-03-29,Monitor,West,Priya,10,22679,226790,73520
2025-02-13,Mouse,South,Arjun,8,14089,112712,26246
2025-06-10,Headphones,West,Vikram,5,23290,116450,15835
2025-05-01,Tablet,South,Arjun,10,31584,315840,162733
2025-01-21,Headphones,East,Amit,3,5681,17043,167786
2025-02-27,Headphones,North,Priya,8,27034,216272,68995
2025-01-07,Mouse,South,Priya,5,9972,49860,109334
2025-06-28,Monitor,South,Sneha,7,14283,99981,141422
2025-03-08,Headphones,South,Arjun,6,26286,157716,175035
2025-06-27,Tablet,South,Amit,10,21962,219620,111286
2025-05-05,Keyboard,East,Vikram,5,38813,194065,171690
2025-04-09,Keyboard,East,Priya,8,11015,88120,19358
2025-03-21,Mouse,North,Amit,7,19172,134204,18416
2025-01-13,Laptop,East,Karan,3,39808,119424,194163
2025-04-11,Monitor,South,Rohit,10,30556,305560,115108
2025-04-16,Laptop,North,Amit,1,14432,14432,101189
2025-01-14,Laptop,West,Priya,4,42812,171248,23150
2025-04-07,Printer,North,Vikram,9,16831,151479,21473
2025-02-25,Keyboard,South,Rohit,9,8623,77607,138305
2025-05-01,Laptop,South,Amit,6,2106,12636,32615
2025-04-27,Tablet,West,Sneha,5,3790,18950,159017
2025-02-13,Printer,West,Amit,4,7986,31944,41643
2025-03-26,Laptop,East,Karan,1,16201,16201,62688
2025-05-18,Tablet,West,Sneha,6,19674,118044,138536
2025-01-06,Monitor,North,Amit,10,5137,51370,90627
2025-01-11,Printer,West,Vikram,5,23023,115115,79656
2025-06-17,Headphones,South,Neha,10,44693,446930,56943
2025-06-02,Mouse,South,Priya,4,47072,188288,126903
2025-04-02,Monitor,East,Arjun,3,49807,149421,92245
2025-05-17,Tablet,North,Sneha,9,17780,160020,176106
2025-05-28,Printer,West,Neha,9,23645,212805,31661
2025-06-01,Laptop,South,Neha,3,8493,25479,18611
2025-03-06,Headphones,North,Priya,7,17776,124432,112869
2025-03-23,Printer,South,Karan,8,33035,264280,80976
2025-05-01,Monitor,West,Neha,1,3848,3848,135325
2025-03-11,Monitor,East,Rohit,7,3384,23688,104724
2025-01-05,Printer,North,Sneha,10,2536,25360,199391
2025-06-30,Mouse,East,Sneha,5,38942,194710,89313
2025-05-23,Printer,West,Priya,8,36354,290832,40576
2025-06-20,Laptop,South,Rohit,5,31883,159415,193613
2025-05-14,Tablet,South,Neha,7,35576,249032,12479
2025-03-11,Monitor,South,Sneha,1,26533,26533,89465
2025-04-04,Mouse,South,Karan,8,33586,268688,115330
2025-01-02,Tablet,East,Vikram,7,26324,184268,154697
2025-04-22,Printer,West,Vikram,10,14442,144420,163307
2025-05-15,Keyboard,North,Sneha,2,29823,59646,24872
2025-02-03,Printer,North,Neha,10,39692,396920,175357
2025-06-17,Monitor,West,Vikram,5,16878,84390,37666
2025-01-26,Monitor,South,Priya,9,9882,88938,122229
2025-01-12,Tablet,East,Arjun,5,31659,158295,139083
2025-03-03,Printer,West,Neha,7,843,5901,195965
2025-01-31,Monitor,North,Neha,4,21680,86720,122774
2025-03-02,Headphones,East,Karan,8,25112,200896,140255
2025-06-16,Laptop,East,Neha,3,38148,114444,57688
2025-02-18,Monitor,North,Karan,9,33783,304047,11531
2025-02-18,Headphones,North,Neha,1,35209,35209,44499
2025-04-29,Monitor,West,Priya,8,47884,383072,141057
2025-01-23,Mouse,West,Vikram,5,21879,109395,128974
2025-05-22,Printer,South,Amit,10,39362,393620,51919
2025-04-22,Printer,South,Karan,5,43296,216480,78994
2025-05-13,Laptop,North,Neha,3,46349,139047,62614
2025-04-01,Monitor,East,Rohit,3,9461,28383,197296
2025-06-10,Laptop,West,Sneha,8,28852,230816,19131
2025-03-20,Keyboard,West,Priya,1,38331,38331,116514
2025-04-19,Tablet,North,Arjun,9,7849,70641,52276
2025-05-17,Tablet,East,Rohit,4,14540,58160,71303
2025-02-06,Laptop,East,Neha,8,43205,345640,8185
2025-03-09,Printer,East,Amit,4,13408,53632,130777
2025-05-09,Keyboard,North,Arjun,1,13207,13207,46802
2025-05-23,Printer,South,Amit,7,17412,121884,89567
2025-03-22,Mouse,East,Neha,2,31536,63072,72077
2025-04-26,Monitor,West,Arjun,5,27411,137055,99378
2025-01-26,Monitor,West,Vikram,6,29332,175992,100376
2025-06-16,Laptop,South,Neha,7,12433,87031,125385
2025-05-19,Laptop,West,Rohit,4,5305,21220,106982
2025-06-30,Keyboard,South,Priya,6,7115,42690,167094
2025-06-29,Mouse,West,Karan,4,4676,18704,19829
2025-04-14,Monitor,South,Rohit,10,43103,431030,179150
2025-01-08,Monitor,East,Rohit,10,26172,261720,155838
2025-04-30,Keyboard,South,Priya,9,37333,335997,49556
2025-01-15,Laptop,West,Priya,1,37072,37072,95580
2025-02-18,Headphones,East,Neha,1,17807,17807,73500
2025-02-21,Laptop,East,Vikram,9,10609,95481,61650
2025-03-15,Laptop,West,Arjun,8,42352,338816,54904
2025-04-20,Mouse,West,Amit,3,38280,114840,34246
2025-05-16,Monitor,West,Amit,10,44319,443190,154677
2025-06-30,Monitor,East,Amit,5,41470,207350,185682
2025-05-04,Monitor,East,Rohit,8,32503,260024,19732
2025-02-16,Tablet,South,Karan,2,39463,78926,170712
2025-01-17,Headphones,East,Neha,5,14929,74645,25220
2025-06-20,Printer,North,Priya,10,42463,424630,23099
2025-06-14,Headphones,East,Karan,5,25268,126340,74367
2025-02-09,Laptop,East,Rohit,7,16064,112448,175690
2025-06-10,Printer,East,Neha,3,13694,41082,194553
2025-04-22,Headphones,West,Amit,5,49629,248145,93906
2025-02-22,Keyboard,West,Karan,9,39782,358038,121021
2025-03-26,Headphones,West,Karan,3,26422,79266,12093
2025-05-20,Tablet,East,Amit,10,20405,204050,7809
2025-01-05,Mouse,South,Karan,10,48441,484410,83747
2025-02-16,Headphones,South,Rohit,1,36311,36311,136845
2025-04-15,Laptop,East,Rohit,10,34223,342230,125083
2025-04-01,Laptop,South,Priya,5,32733,163665,90313
2025-03-14,Mouse,North,Karan,3,40747,122241,189388
2025-04-06,Mouse,South,Sneha,9,33073,297657,105111
2025-05-02,Printer,North,Arjun,2,2323,4646,5791
2025-06-10,Headphones,East,Priya,9,14354,129186,197853
2025-06-03,Monitor,East,Sneha,7,4223,29561,140404
2025-01-23,Printer,South,Neha,5,44232,221160,51139
2025-04-17,Laptop,East,Sneha,9,1008,9072,82665
2025-06-17,Tablet,East,Amit,1,9204,9204,42627
2025-01-30,Tablet,West,Karan,4,28192,112768,186080
2025-06-30,Tablet,North,Priya,8,17911,143288,173741
2025-05-23,Headphones,North,Sneha,6,34085,204510,81594
2025-03-25,Headphones,South,Sneha,2,8841,17682,193701
2025-01-07,Keyboard,South,Vikram,2,27173,54346,124458
2025-02-22,Keyboard,East,Vikram,5,3235,16175,148304
2025-04-03,Tablet,South,Vikram,10,28908,289080,60418
2025-05-22,Laptop,North,Sneha,8,24123,192984,159662
2025-05-08,Headphones,North,Neha,8,7886,63088,122338
2025-01-24,Tablet,East,Neha,1,16212,16212,10115
2025-01-23,Tablet,East,Rohit,3,46940,140820,31681
2025-05-04,Mouse,West,Karan,5,13747,68735,192146
2025-02-04,Headphones,East,Sneha,3,9594,28782,80935
2025-02-25,Mouse,North,Karan,3,7872,23616,111647
2025-02-13,Printer,North,Sneha,3,19074,57222,119857
2025-01-03,Headphones,North,Arjun,4,6974,27896,143120
2025-04-10,Tablet,North,Neha,2,35378,70756,53697
2025-02-27,Laptop,West,Sneha,8,21960,175680,87737
2025-01-25,Monitor,East,Karan,4,17174,68696,92923
2025-03-04,Printer,West,Arjun,2,13325,26650,94162
2025-01-16,Laptop,South,Amit,3,1735,5205,189030
2025-02-22,Headphones,North,Priya,8,6589,52712,157659
2025-06-06,Printer,East,Arjun,2,38893,77786,67770
2025-01-13,Printer,East,Neha,10,49122,491220,24723
2025-01-18,Monitor,East,Sneha,3,5221,15663,68010
2025-05-15,Mouse,West,Priya,2,47697,95394,177752
2025-05-22,Monitor,East,Priya,4,35307,141228,104273
2025-02-09,Mouse,North,Neha,2,18793,37586,47236
2025-06-12,Headphones,West,Sneha,7,18740,131180,70965
2025-01-19,Printer,North,Rohit,4,43806,175224,88838
2025-06-01,Laptop,South,Amit,10,21661,216610,39949
2025-03-12,Keyboard,North,Vikram,10,17140,171400,121626
2025-02-09,Laptop,West,Amit,5,18208,91040,24078
2025-04-26,Printer,West,Neha,2,14551,29102,120311
2025-06-07,Keyboard,West,Rohit,10,13072,130720,3487
2025-01-05,Printer,South,Neha,7,44388,310716,119644
2025-04-26,Laptop,North,Karan,5,29121,145605,21019
2025-01-13,Mouse,West,Priya,3,26938,80814,41831
2025-05-31,Mouse,North,Neha,4,42748,170992,26238
2025-05-22,Monitor,West,Vikram,5,31333,156665,198021
2025-03-23,Monitor,North,Vikram,9,13703,123327,172194
2025-05-22,Laptop,North,Rohit,10,48071,480710,102797
2025-02-24,Headphones,North,Rohit,4,2115,8460,134942
2025-05-08,Headphones,East,Amit,5,42309,211545,63102
2025-01-23,Keyboard,West,Rohit,4,33455,133820,148831
2025-06-24,Monitor,North,Arjun,4,10791,43164,164609
2025-01-16,Printer,South,Karan,1,5103,5103,119519
2025-06-05,Keyboard,North,Karan,4,38312,153248,56412
2025-01-25,Mouse,North,Amit,3,16392,49176,107074
2025-01-28,Printer,North,Amit,1,16265,16265,39645
2025-05-19,Keyboard,North,Rohit,8,37404,299232,29028
2025-04-25,Headphones,North,Priya,6,23336,140016,138849
2025-06-15,Laptop,South,Rohit,4,26490,105960,178033
2025-04-16,Headphones,North,Priya,6,721,4326,12116
2025-06-30,Laptop,East,Neha,2,48249,96498,198327
2025-05-18,Mouse,West,Vikram,10,15730,157300,88661
2025-01-31,Headphones,East,Neha,5,16838,84190,186760
2025-04-16,Laptop,West,Vikram,10,44345,443450,71325
2025-02-21,Tablet,North,Neha,2,21878,43756,116553
2025-02-16,Laptop,South,Arjun,2,21029,42058,41558
2025-01-24,Keyboard,South,Vikram,6,8482,50892,179836
2025-04-03,Tablet,East,Priya,4,12940,51760,181079
2025-04-19,Keyboard,South,Vikram,4,26467,105868,99311
2025-06-08,Printer,North,Arjun,5,37690,188450,171414
2025-05-28,Tablet,South,Neha,5,10088,50440,197984
2025-04-09,Printer,East,Arjun,1,44434,44434,68408
2025-04-01,Laptop,West,Arjun,9,22184,199656,28133
2025-03-29,Keyboard,North,Amit,4,15250,61000,120211
2025-05-30,Keyboard,East,Arjun,2,26256,52512,83828
2025-05-20,Keyboard,North,Arjun,3,23705,71115,83972
2025-05-01,Printer,North,Rohit,1,10096,10096,143497
2025-02-06,Mouse,North,Arjun,10,46433,464330,61501
2025-03-27,Headphones,East,Karan,4,22429,89716,75028
2025-03-02,Monitor,West,Priya,7,28563,199941,6936
2025-03-13,Printer,West,Neha,4,9286,37144,40407
2025-05-23,Monitor,South,Karan,2,20716,41432,104899
2025-05-20,Tablet,South,Amit,8,4541,36328,130253
2025-04-04,Keyboard,South,Priya,6,40533,243198,87249
2025-04-21,Headphones,North,Karan,10,24648,246480,79702
2025-02-14,Monitor,East,Vikram,2,1814,3628,144414
2025-02-16,Mouse,East,Sneha,6,33104,198624,71380
2025-04-11,Monitor,East,Priya,4,1070,4280,167337
2025-06-11,Printer,East,Arjun,4,15666,62664,178907
2025-06-18,Monitor,North,Priya,3,29636,88908,105419
2025-05-07,Headphones,West,Amit,10,9663,96630,133395
2025-01-23,Mouse,South,Priya,4,47870,191480,152464
2025-05-09,Mouse,East,Sneha,1,12964,12964,107021
2025-04-24,Laptop,West,Neha,4,33166,132664,14685
2025-05-31,Keyboard,South,Priya,8,47637,381096,45101
2025-04-06,Laptop,South,Arjun,5,32672,163360,13643
2025-03-02,Headphones,South,Priya,5,19337,96685,197158
2025-04-15,Keyboard,South,Arjun,10,22443,224430,98729
2025-06-30,Monitor,West,Sneha,8,2421,19368,127172
2025-06-05,Tablet,South,Vikram,6,49182,295092,109661
2025-04-10,Mouse,South,Vikram,8,38385,307080,17695
2025-05-09,Printer,East,Priya,2,34761,69522,116901
2025-04-14,Headphones,East,Vikram,8,10043,80344,66782
2025-03-23,Monitor,North,Arjun,6,24376,146256,190631
2025-05-31,Printer,South,Karan,10,43258,432580,33100
2025-01-16,Headphones,East,Karan,8,22733,181864,173269
2025-03-11,Printer,South,Arjun,8,23067,184536,73632
2025-01-04,Mouse,South,Arjun,5,36041,180205,59690
2025-06-08,Keyboard,South,Sneha,1,21645,21645,112536
2025-05-29,Laptop,East,Amit,1,48494,48494,113427
2025-06-11,Mouse,South,Neha,3,2510,7530,178479
2025-04-10,Mouse,South,Arjun,10,1865,18650,114008
2025-04-15,Mouse,East,Sneha,10,3394,33940,194108
2025-03-14,Monitor,South,Rohit,6,12315,73890,128102
2025-05-20,Mouse,East,Arjun,8,5352,42816,157827
2025-01-19,Tablet,South,Amit,5,47891,239455,166109
2025-03-23,Laptop,East,Neha,5,4547,22735,40650
2025-03-08,Mouse,East,Neha,9,16249,146241,11081
2025-03-01,Monitor,West,Neha,4,28622,114488,37512
2025-06-10,Printer,North,Arjun,10,37273,372730,47339
2025-05-20,Mouse,West,Rohit,9,36030,324270,134143
2025-06-25,Monitor,South,Karan,10,2443,24430,106044
2025-06-05,Monitor,West,Amit,2,5751,11502,9302
2025-03-06,Keyboard,West,Arjun,2,17926,35852,83884
2025-04-21,Laptop,East,Sneha,4,40298,161192,46572
2025-06-07,Monitor,North,Neha,9,43677,393093,25635
2025-02-03,Headphones,South,Priya,1,27770,27770,105386
2025-02-24,Keyboard,South,Priya,6,23401,140406,97878
2025-06-01,Headphones,East,Priya,3,16505,49515,153469
2025-04-23,Mouse,East,Neha,6,17201,103206,119013
2025-02-27,Monitor,West,Rohit,6,7329,43974,126337
2025-03-30,Mouse,East,Neha,10,20483,204830,188385
2025-01-22,Keyboard,West,Karan,6,38551,231306,143029
2025-03-13,Mouse,North,Neha,3,33698,101094,72261
2025-06-24,Keyboard,South,Vikram,10,39972,399720,152329
2025-03-08,Printer,East,Karan,6,7090,42540,9871
2025-04-20,Monitor,North,Amit,5,7862,39310,193336
2025-05-12,Tablet,West,Arjun,1,30437,30437,79613
2025-06-14,Printer,West,Karan,5,28933,144665,18032
2025-06-12,Mouse,East,Rohit,1,49112,49112,174868
2025-03-09,Keyboard,South,Neha,3,35852,107556,169904
2025-02-04,Mouse,East,Karan,9,28269,254421,6928
2025-03-11,Mouse,East,Sneha,8,38184,305472,127598
2025-05-08,Printer,North,Karan,1,29529,29529,131334
2025-01-25,Monitor,South,Karan,9,29665,266985,189428
2025-06-04,Mouse,West,Karan,6,37627,225762,177549
2025-06-10,Keyboard,West,Amit,4,13585,54340,82613
2025-06-10,Laptop,East,Karan,1,39684,39684,38573
2025-06-24,Keyboard,South,Sneha,6,20969,125814,132054
2025-01-09,Keyboard,East,Arjun,1,35134,35134,11722
2025-05-24,Printer,South,Rohit,8,2472,19776,115515
2025-04-30,Keyboard,East,Vikram,1,46310,46310,44768
2025-06-12,Mouse,East,Arjun,5,49790,248950,182752
2025-03-22,Tablet,West,Amit,9,12279,110511,137202
2025-01-19,Printer,East,Arjun,7,14461,101227,115571
2025-01-12,Laptop,North,Priya,2,29637,59274,90205
2025-01-31,Monitor,East,Priya,8,48939,391512,168124
2025-04-20,Tablet,East,Amit,7,47147,330029,9892
2025-05-18,Tablet,South,Priya,5,30441,152205,153034
2025-06-30,Mouse,West,Sneha,5,16649,83245,166494
2025-06-21,Laptop,South,Karan,10,28641,286410,102759
2025-02-25,Keyboard,South,Arjun,1,1119,1119,94731
2025-02-27,Tablet,South,Amit,4,26384,105536,121280
2025-02-13,Mouse,North,Vikram,6,805,4830,134148
2025-01-02,Tablet,South,Sneha,6,15159,90954,142514
2025-02-21,Printer,East,Neha,4,47715,190860,157607
2025-05-28,Headphones,South,Neha,3,38410,115230,74119
2025-03-12,Keyboard,West,Vikram,8,40430,323440,142887
2025-05-23,Monitor,East,Vikram,3,36084,108252,139688
2025-05-11,Headphones,East,Sneha,10,48727,487270,180554
2025-01-28,Laptop,West,Amit,2,32460,64920,141878
2025-06-22,Monitor,South,Rohit,8,9226,73808,12646
2025-02-01,Printer,West,Neha,4,7775,31100,73564
2025-03-18,Printer,West,Karan,4,12459,49836,118037
2025-01-28,Monitor,West,Neha,1,40773,40773,92191
2025-03-10,Monitor,South,Neha,10,39161,391610,34474
2025-03-17,Printer,East,Amit,8,28882,231056,62135
2025-02-13,Tablet,North,Karan,5,18867,94335,108890
2025-02-12,Monitor,East,Karan,1,21863,21863,84508
2025-02-02,Laptop,North,Vikram,5,2303,11515,155515
2025-04-10,Keyboard,South,Amit,1,27471,27471,66024
2025-04-08,Laptop,East,Priya,4,26606,106424,81817
2025-03-13,Laptop,North,Rohit,8,9635,77080,195448
2025-04-25,Tablet,East,Vikram,4,42851,171404,99419
2025-06-11,Monitor,South,Priya,9,2424,21816,133851
2025-01-10,Mouse,North,Neha,7,18711,130977,159217
2025-04-20,Mouse,East,Vikram,4,17675,70700,37749
2025-06-26,Keyboard,West,Priya,1,13020,13020,157785
2025-01-03,Laptop,East,Priya,9,47432,426888,60395
2025-02-25,Tablet,East,Neha,2,30064,60128,198318
2025-02-16,Laptop,South,Amit,2,44445,88890,63877
2025-04-21,Headphones,South,Arjun,8,31512,252096,44968
2025-05-28,Keyboard,East,Amit,2,25904,51808,89926
2025-06-26,Laptop,South,Amit,3,17596,52788,55039
2025-01-12,Headphones,West,Neha,5,8538,42690,46095
2025-01-24,Keyboard,East,Karan,2,34301,68602,39646
2025-06-18,Tablet,North,Priya,3,17598,52794,38126
2025-04-02,Headphones,North,Amit,6,45166,270996,7134
2025-05-28,Headphones,North,Karan,7,6215,43505,199797
2025-01-21,Laptop,North,Priya,6,30755,184530,149092
2025-05-27,Headphones,West,Neha,6,11715,70290,47366
2025-01-05,Laptop,West,Karan,6,49686,298116,199699
2025-03-10,Headphones,East,Rohit,4,43797,175188,74766
2025-02-16,Monitor,North,Sneha,9,12649,113841,157065
2025-06-24,Tablet,West,Vikram,9,7330,65970,82176
2025-05-27,Monitor,West,Karan,6,36144,216864,127092
2025-01-01,Keyboard,North,Neha,2,40974,81948,41879
2025-05-27,Tablet,East,Vikram,3,48492,145476,40140
2025-06-14,Tablet,North,Karan,1,32258,32258,140970
2025-04-26,Monitor,West,Neha,4,10053,40212,18238
2025-02-27,Headphones,West,Amit,4,37978,151912,177293
2025-02-03,Laptop,South,Amit,7,44668,312676,193304
2025-02-23,Mouse,South,Sneha,1,587,587,99484
2025-02-02,Keyboard,South,Vikram,7,13841,96887,134769
2025-01-05,Tablet,East,Arjun,5,25111,125555,111516
2025-05-31,Keyboard,South,Vikram,7,6377,44639,76289
2025-01-22,Headphones,West,Priya,9,37570,338130,29174
2025-02-07,Printer,South,Priya,6,8284,49704,110585
2025-04-01,Mouse,North,Amit,1,40911,40911,132478
2025-02-22,Laptop,North,Sneha,4,40178,160712,16069
2025-03-30,Headphones,North,Rohit,6,11025,66150,16925
2025-05-12,Laptop,East,Priya,3,44280,132840,16155
2025-06-17,Monitor,East,Karan,6,43979,263874,13230
2025-05-27,Monitor,East,Neha,6,18967,113802,37911
2025-03-22,Tablet,North,Neha,9,18222,163998,56801
2025-05-21,Headphones,North,Amit,4,38901,155604,104827
2025-02-26,Printer,South,Rohit,10,44401,444010,168307
2025-06-27,Printer,South,Amit,2,14869,29738,151439
2025-03-15,Laptop,East,Vikram,6,31981,191886,128600
2025-03-21,Headphones,East,Karan,10,678,6780,113507
2025-01-09,Headphones,West,Amit,1,12036,12036,75496
2025-04-21,Monitor,South,Arjun,6,2083,12498,120828
2025-03-26,Monitor,South,Neha,2,20286,40572,110088
2025-06-03,Mouse,East,Neha,3,34843,104529,21093
2025-02-22,Keyboard,North,Rohit,5,16949,84745,33947
2025-01-07,Headphones,North,Karan,4,7137,28548,121631
2025-01-02,Mouse,East,Amit,3,35966,107898,108559
2025-05-12,Tablet,East,Priya,10,11729,117290,179680
2025-06-24,Printer,North,Sneha,9,32869,295821,107744
2025-02-25,Mouse,North,Priya,6,37141,222846,23251
2025-03-17,Headphones,East,Karan,5,36150,180750,51805
2025-04-30,Printer,West,Rohit,8,16969,135752,168764
2025-06-28,Keyboard,East,Amit,6,47867,287202,55587
2025-03-10,Headphones,East,Vikram,7,24312,170184,185362
2025-01-15,Printer,East,Arjun,7,14275,99925,185004
2025-01-17,Headphones,West,Amit,3,49934,149802,4519
2025-02-19,Mouse,North,Priya,2,21595,43190,111118
2025-06-20,Mouse,West,Neha,9,1130,10170,71869
2025-02-14,Tablet,East,Priya,9,2283,20547,153697
2025-03-14,Printer,East,Neha,8,38407,307256,71891
2025-02-02,Headphones,South,Neha,9,36953,332577,176625
2025-02-04,Laptop,North,Amit,2,22743,45486,38826
2025-01-07,Tablet,West,Karan,7,2909,20363,181692
2025-05-27,Monitor,North,Sneha,2,33245,66490,46816
2025-02-28,Monitor,South,Arjun,7,40415,282905,77756
2025-03-17,Monitor,East,Rohit,8,14962,119696,99678
2025-02-16,Tablet,West,Priya,9,44390,399510,32037
2025-02-15,Printer,West,Karan,10,41401,414010,86379
2025-02-21,Mouse,North,Rohit,2,36439,72878,119229
2025-05-11,Keyboard,North,Arjun,6,39714,238284,32621
2025-03-30,Mouse,South,Karan,6,40212,241272,88892
2025-06-12,Keyboard,East,Neha,2,44865,89730,107547
2025-06-23,Monitor,West,Neha,7,10321,72247,154879
2025-03-20,Mouse,West,Amit,10,1553,15530,40315
2025-05-09,Monitor,South,Rohit,10,9289,92890,49757
2025-04-02,Tablet,South,Priya,3,45977,137931,108910
2025-06-27,Headphones,North,Arjun,6,29237,175422,144104
2025-05-12,Mouse,East,Vikram,3,34314,102942,32310
2025-05-13,Mouse,West,Rohit,1,10842,10842,146910
2025-06-13,Headphones,North,Rohit,10,19409,194090,145451
2025-04-03,Keyboard,South,Arjun,7,39619,277333,127118
2025-05-25,Tablet,South,Amit,8,32975,263800,34988
2025-02-06,Keyboard,North,Rohit,9,15365,138285,191814
2025-05-01,Monitor,East,Rohit,1,35030,35030,2893
2025-02-26,Headphones,North,Priya,1,28555,28555,86181
2025-06-26,Monitor,North,Sneha,8,33292,266336,74142
2025-03-13,Keyboard,East,Priya,8,47531,380248,135028
2025-06-21,Mouse,West,Sneha,4,31570,126280,113931
2025-04-30,Printer,East,Neha,9,1017,9153,128234
2025-04-06,Monitor,East,Vikram,8,13013,104104,79207
2025-04-02,Printer,East,Arjun,7,33501,234507,23035
2025-02-02,Printer,North,Sneha,3,29138,87414,197912
2025-04-06,Headphones,South,Neha,4,27901,111604,72763
2025-01-21,Printer,West,Rohit,1,2067,2067,197449
2025-01-14,Keyboard,South,Sneha,7,26885,188195,94638
2025-06-30,Laptop,West,Sneha,2,14849,29698,58590
2025-04-10,Monitor,West,Arjun,4,21939,87756,183348
2025-04-21,Laptop,West,Arjun,7,38477,269339,192919
2025-03-26,Headphones,North,Neha,1,27188,27188,173790
2025-06-16,Printer,East,Rohit,3,33651,100953,87514
2025-05-31,Tablet,South,Amit,10,33526,335260,100827
2025-04-01,Laptop,North,Amit,3,27721,83163,118604
2025-04-15,Headphones,South,Neha,2,9447,18894,190020
2025-01-10,Headphones,South,Arjun,3,3407,10221,172272
2025-03-28,Mouse,North,Priya,1,43302,43302,53432
2025-03-31,Keyboard,East,Arjun,7,968,6776,99874
2025-03-27,Laptop,East,Amit,5,48957,244785,61865
2025-05-27,Laptop,North,Neha,2,5958,11916,53486
2025-01-06,Headphones,North,Rohit,7,44348,310436,10500
